Ensembl_ID	External_Gene_Name
ENSMUSG00000096894.1	MIR467A-10
ENSMUSG00000096895.1	GM25245
ENSMUSG00000096896.1	GM25244
ENSMUSG00000096897.1	ASTX4D
ENSMUSG00000096898.2	GM20867
ENSMUSG00000096899.1	GM8346
ENSMUSG00000096900.3	TRAV9-1
ENSMUSG00000096901.5	GM3029
ENSMUSG00000096902.5	GM20843
ENSMUSG00000096903.1	VMN1R104
ENSMUSG00000096904.5	GM3591
ENSMUSG00000096905.1	GM8324
ENSMUSG00000096906.1	GM26506
ENSMUSG00000096907.1	GM6113
ENSMUSG00000096908.3	TRAV7-3
ENSMUSG00000096910.1	ZFP955B
ENSMUSG00000096911.5	GM2165
ENSMUSG00000096912.1	GM9046
ENSMUSG00000096913.1	GM24866
ENSMUSG00000096914.1	GALNTL6
ENSMUSG00000096915.1	GM2964
ENSMUSG00000096916.5	ZFP850
ENSMUSG00000096917.1	2500002B13RIK
ENSMUSG00000096918.1	GM16863
ENSMUSG00000096919.1	GM26775
ENSMUSG00000096920.1	RPS19-PS8
ENSMUSG00000096921.1	GM26822
ENSMUSG00000096922.1	GM17308
ENSMUSG00000096923.1	A730071L15RIK
ENSMUSG00000096924.1	GM26824
ENSMUSG00000096926.1	GM26823
ENSMUSG00000096927.1	GM3466
ENSMUSG00000096929.5	A330023F24RIK
ENSMUSG00000096930.1	GM26657
ENSMUSG00000096931.1	GM26656
ENSMUSG00000096932.1	5033403F01RIK
ENSMUSG00000096934.1	GM26658
ENSMUSG00000096935.3	1700113A16RIK
ENSMUSG00000096936.1	GM3510
ENSMUSG00000096937.1	GM10825
ENSMUSG00000096938.5	9530052E02RIK
ENSMUSG00000096939.1	GM8321
ENSMUSG00000096940.1	GM4755
ENSMUSG00000096941.1	GM26720
ENSMUSG00000096942.1	RPS19-PS6
ENSMUSG00000096943.1	GM26721
ENSMUSG00000096944.1	GM26722
ENSMUSG00000096945.1	GM26546
ENSMUSG00000096946.1	FMR1OS
ENSMUSG00000096947.1	GM26723
ENSMUSG00000096948.1	GM4221
ENSMUSG00000096949.1	GM26897
ENSMUSG00000096950.2	GM9530
ENSMUSG00000096953.1	GM26571
ENSMUSG00000096954.1	GDAP10
ENSMUSG00000096955.1	GM26570
ENSMUSG00000096956.1	SNHG18
ENSMUSG00000096957.1	E230013L22RIK
ENSMUSG00000096958.1	GM26573
ENSMUSG00000096959.1	4930509G22RIK
ENSMUSG00000096960.1	A230028O05RIK
ENSMUSG00000096962.1	GM26622
ENSMUSG00000096963.1	B230364G03RIK
ENSMUSG00000096964.1	GM6345
ENSMUSG00000096965.5	3300005D01RIK
ENSMUSG00000096966.1	GM18336
ENSMUSG00000096967.3	GM26621
ENSMUSG00000096968.1	GM26620
ENSMUSG00000096969.1	4930535I16RIK
ENSMUSG00000096970.1	2210017G18RIK
ENSMUSG00000096971.1	4930556M19RIK
ENSMUSG00000096972.5	GM26883
ENSMUSG00000096973.1	GM5974
ENSMUSG00000096974.1	GM26881
ENSMUSG00000096975.1	GM16386
ENSMUSG00000096976.1	GM26882
ENSMUSG00000096977.1	GM10827
ENSMUSG00000096978.1	GM26851
ENSMUSG00000096979.1	GM26880
ENSMUSG00000096980.1	GM26526
ENSMUSG00000096981.1	GM16845
ENSMUSG00000096982.1	REDRUM
ENSMUSG00000096983.1	2010015M23RIK
ENSMUSG00000096984.1	GM26523
ENSMUSG00000096986.2	4930509E16RIK
ENSMUSG00000096987.1	GM26525
ENSMUSG00000096988.1	A930029G22RIK
ENSMUSG00000096990.1	GM26790
ENSMUSG00000096991.1	GM26789
ENSMUSG00000096992.3	GM26788
ENSMUSG00000096993.2	GM26787
ENSMUSG00000096995.1	2810029C07RIK
ENSMUSG00000096996.1	GM26792
ENSMUSG00000096997.1	GM26791
ENSMUSG00000096999.1	GM26793
ENSMUSG00000097000.1	GM17435
ENSMUSG00000097001.1	1700054K02RIK
ENSMUSG00000097002.1	GM2670
ENSMUSG00000097003.1	D930007P13RIK
ENSMUSG00000097004.1	4731419I09RIK
ENSMUSG00000097005.1	4930598A11RIK
ENSMUSG00000097006.5	9530082P21RIK
ENSMUSG00000097007.1	4930432B10RIK
ENSMUSG00000097008.1	GM26860
ENSMUSG00000097009.1	GM26861
ENSMUSG00000097010.1	GM26709
ENSMUSG00000097011.1	GM4651
ENSMUSG00000097012.1	GM16531
ENSMUSG00000097013.1	GM26710
ENSMUSG00000097014.1	GM26706
ENSMUSG00000097015.1	GM26705
ENSMUSG00000097016.1	GM26708
ENSMUSG00000097017.1	GM26707
ENSMUSG00000097018.2	GM26872
ENSMUSG00000097019.1	GM26663
ENSMUSG00000097020.1	GM26613
ENSMUSG00000097021.5	4933433G15RIK
ENSMUSG00000097022.2	BC001981
ENSMUSG00000097023.6	AI854517
ENSMUSG00000097024.1	GM26557
ENSMUSG00000097025.1	GM26558
ENSMUSG00000097026.1	GM26786
ENSMUSG00000097027.1	GM26559
ENSMUSG00000097028.2	PTGS2OS
ENSMUSG00000097029.2	GM26560
ENSMUSG00000097030.1	GM26693
ENSMUSG00000097031.2	GM26820
ENSMUSG00000097032.2	4930539J05RIK
ENSMUSG00000097033.1	GM26819
ENSMUSG00000097035.2	GM26692
ENSMUSG00000097036.1	1110036E04RIK
ENSMUSG00000097037.1	GM26818
ENSMUSG00000097038.1	GM26821
ENSMUSG00000097039.6	PVT1
ENSMUSG00000097040.4	2610316D01RIK
ENSMUSG00000097041.1	PAFAH1B1-PS1
ENSMUSG00000097042.1	GM17491
ENSMUSG00000097043.1	GM10556
ENSMUSG00000097044.1	4933433F19RIK
ENSMUSG00000097045.1	GM26641
ENSMUSG00000097047.1	1110020A21RIK
ENSMUSG00000097048.5	1600020E01RIK
ENSMUSG00000097049.1	6530411M01RIK
ENSMUSG00000097050.1	GM9918
ENSMUSG00000097051.1	GM26836
ENSMUSG00000097052.2	SNHG7
ENSMUSG00000097053.1	GM1972
ENSMUSG00000097054.1	GM11395
ENSMUSG00000097055.1	GM4419
ENSMUSG00000097056.1	GM4262
ENSMUSG00000097057.1	GM17638
ENSMUSG00000097058.1	4930556M19RIK
ENSMUSG00000097059.1	FAM120AOS
ENSMUSG00000097060.1	GM26759
ENSMUSG00000097061.1	9330151L19RIK
ENSMUSG00000097062.1	GM17586
ENSMUSG00000097063.3	PANTR2
ENSMUSG00000097065.1	A630075F10RIK
ENSMUSG00000097066.1	PLATR2
ENSMUSG00000097067.1	GM26743
ENSMUSG00000097068.1	GM26760
ENSMUSG00000097069.1	GM16998
ENSMUSG00000097071.1	4930544I03RIK
ENSMUSG00000097072.5	FOXL2OS
ENSMUSG00000097073.5	9430037G07RIK
ENSMUSG00000097074.1	4833428L15RIK
ENSMUSG00000097075.1	D830044I16RIK
ENSMUSG00000097076.1	PLATR7
ENSMUSG00000097077.1	GM16712
ENSMUSG00000097078.1	GM26566
ENSMUSG00000097079.1	GM26604
ENSMUSG00000097080.5	1700086O06RIK
ENSMUSG00000097081.1	GM10425
ENSMUSG00000097082.1	4933440J02RIK
ENSMUSG00000097083.1	D930019O06RIK
ENSMUSG00000097084.1	FOXL1
ENSMUSG00000097085.1	GM26634
ENSMUSG00000097086.1	GM7672
ENSMUSG00000097087.1	GM26878
ENSMUSG00000097088.1	GM26615
ENSMUSG00000097089.2	GM26879
ENSMUSG00000097090.1	GM26724
ENSMUSG00000097091.1	4930526L06RIK
ENSMUSG00000097092.2	GM26725
ENSMUSG00000097093.1	C330013E15RIK
ENSMUSG00000097094.1	GM26548
ENSMUSG00000097095.1	GM26547
ENSMUSG00000097097.1	5033426O07RIK
ENSMUSG00000097098.5	9330111N05RIK
ENSMUSG00000097099.2	GM9917
ENSMUSG00000097100.1	9230104M06RIK
ENSMUSG00000097101.2	1810034E14RIK
ENSMUSG00000097102.1	2310069G16RIK
ENSMUSG00000097103.1	GM2885
ENSMUSG00000097104.1	GM26579
ENSMUSG00000097106.1	RPL31-PS23
ENSMUSG00000097107.1	PLATR6
ENSMUSG00000097108.1	GM26581
ENSMUSG00000097109.1	GM26580
ENSMUSG00000097110.1	GM26726
ENSMUSG00000097111.1	PEAK1OS
ENSMUSG00000097112.1	GM26727
ENSMUSG00000097113.5	GM19705
ENSMUSG00000097115.2	1810019N24RIK
ENSMUSG00000097116.1	GM26729
ENSMUSG00000097117.1	GM26730
ENSMUSG00000097118.1	GM17514
ENSMUSG00000097119.1	B230354K17RIK
ENSMUSG00000097120.1	GM26887
ENSMUSG00000097121.1	D130020L05RIK
ENSMUSG00000097122.1	GM26624
ENSMUSG00000097123.1	GM6297
ENSMUSG00000097124.2	A530020G20RIK
ENSMUSG00000097125.1	GM26885
ENSMUSG00000097127.5	GM26886
ENSMUSG00000097128.1	GM26884
ENSMUSG00000097129.1	4930507D05RIK
ENSMUSG00000097130.1	GM5262
ENSMUSG00000097131.1	D230017M19RIK
ENSMUSG00000097133.1	GM26628
ENSMUSG00000097134.1	1110002J07RIK
ENSMUSG00000097135.1	4932430I15RIK
ENSMUSG00000097136.1	GM26772
ENSMUSG00000097137.1	GM26627
ENSMUSG00000097138.1	GM26625
ENSMUSG00000097139.2	GM26626
ENSMUSG00000097140.1	GM26779
ENSMUSG00000097141.2	GM10524
ENSMUSG00000097142.1	GM26778
ENSMUSG00000097145.3	9230114K14RIK
ENSMUSG00000097146.1	GM4211
ENSMUSG00000097147.1	GM26780
ENSMUSG00000097148.2	GM3839
ENSMUSG00000097149.1	G630030J09RIK
ENSMUSG00000097150.1	GM26513
ENSMUSG00000097151.1	GM26514
ENSMUSG00000097152.1	GM26515
ENSMUSG00000097154.2	GM26510
ENSMUSG00000097155.1	GM26511
ENSMUSG00000097156.5	GM3764
ENSMUSG00000097157.1	GM26512
ENSMUSG00000097158.1	GM26516
ENSMUSG00000097159.1	GM26517
ENSMUSG00000097160.1	A630072L19RIK
ENSMUSG00000097162.1	2310010J17RIK
ENSMUSG00000097163.2	BC051077
ENSMUSG00000097164.1	CEP83OS
ENSMUSG00000097165.1	2210008F06RIK
ENSMUSG00000097166.1	9330179D12RIK
ENSMUSG00000097167.1	GM16740
ENSMUSG00000097168.1	C230088H06RIK
ENSMUSG00000097169.1	GM26661
ENSMUSG00000097170.1	GM16982
ENSMUSG00000097171.1	GM17644
ENSMUSG00000097172.1	4930444M15RIK
ENSMUSG00000097173.1	GM26829
ENSMUSG00000097174.1	GM4890
ENSMUSG00000097175.1	GM27018
ENSMUSG00000097176.1	GM26830
ENSMUSG00000097177.5	9330159M07RIK
ENSMUSG00000097178.5	2310002F09RIK
ENSMUSG00000097180.3	2700038G22RIK
ENSMUSG00000097181.1	4930594M17RIK
ENSMUSG00000097182.2	A830009L08RIK
ENSMUSG00000097183.2	GM17501
ENSMUSG00000097184.1	4632428C04RIK
ENSMUSG00000097185.1	GM26596
ENSMUSG00000097186.1	GM26595
ENSMUSG00000097187.1	GM19426
ENSMUSG00000097189.1	GM26594
ENSMUSG00000097190.1	GM11394
ENSMUSG00000097191.2	5730422E09RIK
ENSMUSG00000097193.1	GM26664
ENSMUSG00000097194.1	9330175E14RIK
ENSMUSG00000097195.6	SNHG5
ENSMUSG00000097196.2	GM26665
ENSMUSG00000097197.1	9530027J09RIK
ENSMUSG00000097199.1	GM26991
ENSMUSG00000097201.1	GM26700
ENSMUSG00000097202.1	GM26701
ENSMUSG00000097203.1	4732419C18RIK
ENSMUSG00000097204.2	GM17690
ENSMUSG00000097205.1	GM17540
ENSMUSG00000097206.1	GM26699
ENSMUSG00000097207.5	6030443J06RIK
ENSMUSG00000097208.1	GM26698
ENSMUSG00000097209.1	AU022754
ENSMUSG00000097211.2	BC065403
ENSMUSG00000097213.1	GM26745
ENSMUSG00000097214.1	GM19791
ENSMUSG00000097215.1	GM26550
ENSMUSG00000097216.3	4932441J04RIK
ENSMUSG00000097217.1	GM26549
ENSMUSG00000097218.5	GM26552
ENSMUSG00000097219.1	GM26551
ENSMUSG00000097220.1	GM26599
ENSMUSG00000097221.1	1810049J17RIK
ENSMUSG00000097222.1	1010001N08RIK
ENSMUSG00000097223.1	GM2449
ENSMUSG00000097224.1	GM26716
ENSMUSG00000097226.1	GM26600
ENSMUSG00000097228.1	GM26597
ENSMUSG00000097229.1	PLATR23
ENSMUSG00000097230.1	GM26853
ENSMUSG00000097231.1	GM26852
ENSMUSG00000097232.1	GM26854
ENSMUSG00000097233.1	GM17552
ENSMUSG00000097234.1	GM26518
ENSMUSG00000097235.1	GM17250
ENSMUSG00000097236.1	4831440E17RIK
ENSMUSG00000097237.1	GM26519
ENSMUSG00000097239.5	GM27029
ENSMUSG00000097240.1	GM26614
ENSMUSG00000097241.2	GM26907
ENSMUSG00000097242.1	GM16907
ENSMUSG00000097243.1	GM26908
ENSMUSG00000097244.1	GM7928
ENSMUSG00000097245.1	GM5421
ENSMUSG00000097246.1	GM26890
ENSMUSG00000097247.1	1500012K07RIK
ENSMUSG00000097248.6	GM2694
ENSMUSG00000097249.1	GM26889
ENSMUSG00000097250.1	GM26771
ENSMUSG00000097251.2	5033417F24RIK
ENSMUSG00000097252.1	GM6634
ENSMUSG00000097253.1	GM26770
ENSMUSG00000097254.1	C430042M11RIK
ENSMUSG00000097255.1	RPL31-PS7
ENSMUSG00000097256.1	GM26769
ENSMUSG00000097257.1	GM26768
ENSMUSG00000097258.1	GM26767
ENSMUSG00000097259.1	GM26766
ENSMUSG00000097260.1	GM5706
ENSMUSG00000097261.2	4930532G15RIK
ENSMUSG00000097262.1	4933416M07RIK
ENSMUSG00000097263.1	GM26804
ENSMUSG00000097264.1	RPL31-PS24
ENSMUSG00000097265.1	GM26803
ENSMUSG00000097266.1	GM26802
ENSMUSG00000097267.1	1700109K24RIK
ENSMUSG00000097268.1	GM26805
ENSMUSG00000097271.1	GM9903
ENSMUSG00000097272.1	GM26649
ENSMUSG00000097274.1	GM26564
ENSMUSG00000097275.1	GM26648
ENSMUSG00000097276.1	4930525G20RIK
ENSMUSG00000097277.5	2900076A07RIK
ENSMUSG00000097278.5	GM26650
ENSMUSG00000097279.1	GM5106
ENSMUSG00000097280.1	AI849053
ENSMUSG00000097281.2	GM26685
ENSMUSG00000097282.1	5031415H12RIK
ENSMUSG00000097283.1	GM26686
ENSMUSG00000097284.5	4930480K23RIK
ENSMUSG00000097285.1	GM26683
ENSMUSG00000097286.1	GM26684
ENSMUSG00000097287.2	D130017N08RIK
ENSMUSG00000097288.1	GM2155
ENSMUSG00000097289.1	2010300F17RIK
ENSMUSG00000097290.5	1300002E11RIK
ENSMUSG00000097291.1	GM18828
ENSMUSG00000097292.2	A230107N01RIK
ENSMUSG00000097293.1	D630002J18RIK
ENSMUSG00000097294.1	GM26888
ENSMUSG00000097295.1	HMGB1-PS8
ENSMUSG00000097296.1	GM26532
ENSMUSG00000097298.1	A130057D12RIK
ENSMUSG00000097299.1	GM26654
ENSMUSG00000097300.1	GM26835
ENSMUSG00000097301.1	AW121686
ENSMUSG00000097302.1	1700034B16RIK
ENSMUSG00000097303.1	3110083C13RIK
ENSMUSG00000097304.1	RPL31-PS15
ENSMUSG00000097305.1	GM17276
ENSMUSG00000097307.1	GM26834
ENSMUSG00000097308.1	GM6410
ENSMUSG00000097309.1	GM17249
ENSMUSG00000097310.1	A930038B10RIK
ENSMUSG00000097311.5	GM26871
ENSMUSG00000097312.1	GM26870
ENSMUSG00000097313.1	GM26569
ENSMUSG00000097314.2	GM26567
ENSMUSG00000097315.1	GM26568
ENSMUSG00000097316.2	GM10516
ENSMUSG00000097317.1	GM17281
ENSMUSG00000097318.1	1700007L15RIK
ENSMUSG00000097320.6	TMEM147OS
ENSMUSG00000097321.3	1700028E10RIK
ENSMUSG00000097322.5	A530083I20RIK
ENSMUSG00000097323.1	4930426I24RIK
ENSMUSG00000097324.6	MIR143HG
ENSMUSG00000097325.2	GM16897
ENSMUSG00000097326.1	A330048O09RIK
ENSMUSG00000097327.5	E030030I06RIK
ENSMUSG00000097328.5	TNFSF12
ENSMUSG00000097329.1	4931403G20RIK
ENSMUSG00000097330.2	GM26672
ENSMUSG00000097331.1	F420014N23RIK
ENSMUSG00000097332.1	2610020F03RIK
ENSMUSG00000097333.5	ZFP87
ENSMUSG00000097334.1	2700012I20RIK
ENSMUSG00000097335.1	GM26563
ENSMUSG00000097336.6	FENDRR
ENSMUSG00000097337.1	GM26606
ENSMUSG00000097338.1	GM2464
ENSMUSG00000097339.3	GM26671
ENSMUSG00000097340.1	GM26617
ENSMUSG00000097342.1	GM26618
ENSMUSG00000097343.1	9030407P20RIK
ENSMUSG00000097344.1	GM26732
ENSMUSG00000097345.1	AA543186
ENSMUSG00000097346.1	GM26619
ENSMUSG00000097347.1	GM17275
ENSMUSG00000097348.6	RMST
ENSMUSG00000097349.1	GM26731
ENSMUSG00000097350.1	4732491K20RIK
ENSMUSG00000097352.5	C920009B18RIK
ENSMUSG00000097353.1	A430046D13RIK
ENSMUSG00000097354.5	2310001H17RIK
ENSMUSG00000097355.1	GM26662
ENSMUSG00000097356.1	GM26774
ENSMUSG00000097357.1	GM16793
ENSMUSG00000097358.1	GM26773
ENSMUSG00000097360.5	9430065F17RIK
ENSMUSG00000097361.1	4930550C17RIK
ENSMUSG00000097362.1	GM26544
ENSMUSG00000097363.1	GM26717
ENSMUSG00000097364.1	GM26719
ENSMUSG00000097365.5	C030034L19RIK
ENSMUSG00000097366.1	GM8177
ENSMUSG00000097367.1	GM26718
ENSMUSG00000097368.2	GM10390
ENSMUSG00000097369.1	GM26545
ENSMUSG00000097370.1	4930467K11RIK
ENSMUSG00000097371.1	GM26875
ENSMUSG00000097372.1	GM26876
ENSMUSG00000097373.1	GM26877
ENSMUSG00000097374.1	GM26874
ENSMUSG00000097375.2	6720427I07RIK
ENSMUSG00000097376.1	GM8705
ENSMUSG00000097377.1	GM10822
ENSMUSG00000097378.5	B230208H11RIK
ENSMUSG00000097379.1	GM26873
ENSMUSG00000097380.1	GM26816
ENSMUSG00000097381.1	A230087F16RIK
ENSMUSG00000097382.1	GM26817
ENSMUSG00000097383.1	1500026H17RIK
ENSMUSG00000097384.1	GM26815
ENSMUSG00000097385.1	GM26814
ENSMUSG00000097386.1	9130213A22RIK
ENSMUSG00000097387.1	4930563E18RIK
ENSMUSG00000097388.1	GM3200
ENSMUSG00000097390.1	GM26785
ENSMUSG00000097391.6	MIRG
ENSMUSG00000097392.2	D930016D06RIK
ENSMUSG00000097393.5	D030068K23RIK
ENSMUSG00000097396.1	GM26556
ENSMUSG00000097397.1	GM16861
ENSMUSG00000097398.2	PLATR5
ENSMUSG00000097399.5	GM26555
ENSMUSG00000097401.1	GM26744
ENSMUSG00000097402.1	GM17399
ENSMUSG00000097403.2	9230116N13RIK
ENSMUSG00000097404.1	GM10814
ENSMUSG00000097405.1	D630044L22RIK
ENSMUSG00000097406.1	GM26833
ENSMUSG00000097407.1	4933408J17RIK
ENSMUSG00000097408.1	GM26831
ENSMUSG00000097409.1	GM26832
ENSMUSG00000097410.1	GM26668
ENSMUSG00000097411.1	B430218F22RIK
ENSMUSG00000097412.1	1810014B01RIK
ENSMUSG00000097413.1	A830052D11RIK
ENSMUSG00000097414.1	B130046B21RIK
ENSMUSG00000097415.1	AU020206
ENSMUSG00000097416.2	GM26670
ENSMUSG00000097417.1	GM26669
ENSMUSG00000097418.5	GM26667
ENSMUSG00000097419.1	GM26666
ENSMUSG00000097420.5	GM17575
ENSMUSG00000097421.1	D630011A20RIK
ENSMUSG00000097422.1	GM26521
ENSMUSG00000097423.1	GM26522
ENSMUSG00000097424.2	1700030M09RIK
ENSMUSG00000097425.2	VMN1R181
ENSMUSG00000097426.1	GM8941
ENSMUSG00000097427.5	GM21293
ENSMUSG00000097428.1	AW047730
ENSMUSG00000097429.1	GM26520
ENSMUSG00000097430.2	GM10544
ENSMUSG00000097431.1	GM26782
ENSMUSG00000097433.1	GM26781
ENSMUSG00000097434.1	GM16630
ENSMUSG00000097435.1	GM26783
ENSMUSG00000097437.2	LIM2
ENSMUSG00000097438.1	GM26784
ENSMUSG00000097439.4	GM16754
ENSMUSG00000097440.1	GM6277
ENSMUSG00000097441.1	GM26633
ENSMUSG00000097442.1	GM26632
ENSMUSG00000097443.1	GM17529
ENSMUSG00000097444.1	GM10489
ENSMUSG00000097445.1	GM26631
ENSMUSG00000097446.1	GM26629
ENSMUSG00000097447.5	GM26630
ENSMUSG00000097448.1	PLATR22
ENSMUSG00000097450.5	GM26893
ENSMUSG00000097451.7	RIAN
ENSMUSG00000097452.1	GM2824
ENSMUSG00000097453.1	GM26894
ENSMUSG00000097454.1	GM26892
ENSMUSG00000097455.1	GM26891
ENSMUSG00000097456.5	GM16958
ENSMUSG00000097457.1	2310031A07RIK
ENSMUSG00000097458.1	GM26697
ENSMUSG00000097459.1	GM26895
ENSMUSG00000097460.1	GM26734
ENSMUSG00000097461.1	GM26735
ENSMUSG00000097462.5	9530026P05RIK
ENSMUSG00000097463.1	4930448E22RIK
ENSMUSG00000097464.1	GM26736
ENSMUSG00000097465.1	GM16619
ENSMUSG00000097466.6	D430036J16RIK
ENSMUSG00000097467.1	GM26737
ENSMUSG00000097468.1	2310010G23RIK
ENSMUSG00000097469.1	GM26733
ENSMUSG00000097470.1	GM26587
ENSMUSG00000097471.5	5830432E09RIK
ENSMUSG00000097472.1	GM26586
ENSMUSG00000097473.1	GM26585
ENSMUSG00000097474.1	GM26584
ENSMUSG00000097476.1	GM26583
ENSMUSG00000097479.1	GM26582
ENSMUSG00000097480.1	GM9499
ENSMUSG00000097481.1	D330020A13RIK
ENSMUSG00000097482.2	GM17634
ENSMUSG00000097483.1	GM26806
ENSMUSG00000097484.1	GM26807
ENSMUSG00000097486.1	GM17733
ENSMUSG00000097487.5	PTGES3L
ENSMUSG00000097488.1	4732487G21RIK
ENSMUSG00000097489.1	GM26808
ENSMUSG00000097491.1	GM2366
ENSMUSG00000097493.3	9930014A18RIK
ENSMUSG00000097494.5	4933406C10RIK
ENSMUSG00000097495.1	GM26651
ENSMUSG00000097496.1	GM26653
ENSMUSG00000097497.1	GM26652
ENSMUSG00000097500.1	GM26537
ENSMUSG00000097501.1	GM26536
ENSMUSG00000097502.1	4930528D03RIK
ENSMUSG00000097503.2	3110045C21RIK
ENSMUSG00000097504.1	4930516B21RIK
ENSMUSG00000097505.1	GM26540
ENSMUSG00000097507.1	GM26538
ENSMUSG00000097509.1	B230322F03RIK
ENSMUSG00000097511.1	GM16677
ENSMUSG00000097513.1	GM26696
ENSMUSG00000097514.1	GM17619
ENSMUSG00000097515.2	1700040D17RIK
ENSMUSG00000097516.5	4930467D21RIK
ENSMUSG00000097517.1	GM26695
ENSMUSG00000097518.1	GM26694
ENSMUSG00000097519.2	4930558J18RIK
ENSMUSG00000097520.1	GM26843
ENSMUSG00000097522.1	GM26844
ENSMUSG00000097523.1	1700022N22RIK
ENSMUSG00000097524.1	GM26846
ENSMUSG00000097525.2	PLATR31
ENSMUSG00000097526.1	GM26847
ENSMUSG00000097527.1	1700112J16RIK
ENSMUSG00000097529.1	RP31-PS19
ENSMUSG00000097530.1	KANSL2-PS
ENSMUSG00000097532.1	GM4349
ENSMUSG00000097533.1	GM26590
ENSMUSG00000097534.1	GM16675
ENSMUSG00000097535.1	GM26592
ENSMUSG00000097536.2	2610037D02RIK
ENSMUSG00000097537.1	2610020C07RIK
ENSMUSG00000097538.1	GM26939
ENSMUSG00000097539.1	4930477E14RIK
ENSMUSG00000097540.1	1700037F24RIK
ENSMUSG00000097541.1	GM26752
ENSMUSG00000097542.1	GM26751
ENSMUSG00000097543.1	GM805
ENSMUSG00000097544.1	GM26750
ENSMUSG00000097545.5	MIR124A-1HG
ENSMUSG00000097546.1	GM26749
ENSMUSG00000097547.5	B230110C06RIK
ENSMUSG00000097548.1	GM26748
ENSMUSG00000097550.5	GM21304
ENSMUSG00000097551.1	GM7976
ENSMUSG00000097552.1	RPS19-PS12
ENSMUSG00000097553.1	4930455D15RIK
ENSMUSG00000097554.1	GM26825
ENSMUSG00000097557.1	C130060C02RIK
ENSMUSG00000097558.1	GM26902
ENSMUSG00000097559.1	D430018E03RIK
ENSMUSG00000097560.1	GM26904
ENSMUSG00000097561.1	4632411P08RIK
ENSMUSG00000097562.1	GM26639
ENSMUSG00000097563.1	GM26638
ENSMUSG00000097564.2	C430014B12RIK
ENSMUSG00000097565.1	GM26965
ENSMUSG00000097566.1	A930024N18RIK
ENSMUSG00000097567.1	GM26637
ENSMUSG00000097569.1	GM26640
ENSMUSG00000097571.6	JPX
ENSMUSG00000097572.1	GM26797
ENSMUSG00000097573.2	G730003C15RIK
ENSMUSG00000097574.1	C920006O11RIK
ENSMUSG00000097575.1	GM26796
ENSMUSG00000097576.1	D930030I03RIK
ENSMUSG00000097577.1	6230400D17RIK
ENSMUSG00000097578.1	GM26798
ENSMUSG00000097579.1	GM26799
ENSMUSG00000097580.1	GM5432
ENSMUSG00000097581.1	GM21936
ENSMUSG00000097582.1	GM26527
ENSMUSG00000097583.1	6430590A07RIK
ENSMUSG00000097584.1	1700125G22RIK
ENSMUSG00000097585.1	GM26529
ENSMUSG00000097586.1	GM26528
ENSMUSG00000097587.1	4930578M01RIK
ENSMUSG00000097589.7	DLEU2
ENSMUSG00000097590.1	GM26675
ENSMUSG00000097591.1	A330032B11RIK
ENSMUSG00000097592.2	4930500F10RIK
ENSMUSG00000097593.2	GM26676
ENSMUSG00000097594.1	GM2907
ENSMUSG00000097595.1	1500002F19RIK
ENSMUSG00000097596.1	GM26673
ENSMUSG00000097597.1	GM26674
ENSMUSG00000097598.1	GM26677
ENSMUSG00000097599.1	GM26678
ENSMUSG00000097601.1	GM26660
ENSMUSG00000097602.1	4930519P11RIK
ENSMUSG00000097603.1	A430010J10RIK
ENSMUSG00000097604.1	GM17322
ENSMUSG00000097605.1	9430098F02RIK
ENSMUSG00000097608.1	GM7952
ENSMUSG00000097609.1	GM26659
ENSMUSG00000097610.2	A930012L18RIK
ENSMUSG00000097612.1	GM26509
ENSMUSG00000097613.1	GM17597
ENSMUSG00000097614.1	GM26508
ENSMUSG00000097615.1	GM2061
ENSMUSG00000097616.5	1110019D14RIK
ENSMUSG00000097617.1	GM10687
ENSMUSG00000097618.1	GM26507
ENSMUSG00000097619.5	4833422M21RIK
ENSMUSG00000097620.5	4921514A10RIK
ENSMUSG00000097621.1	GM26562
ENSMUSG00000097622.1	A330033J07RIK
ENSMUSG00000097623.5	B230323A14RIK
ENSMUSG00000097624.1	GM5091
ENSMUSG00000097625.1	GM26561
ENSMUSG00000097626.3	4921504A21RIK
ENSMUSG00000097627.1	4930519A11RIK
ENSMUSG00000097628.1	GM2383
ENSMUSG00000097630.1	GM26828
ENSMUSG00000097631.1	GM2716
ENSMUSG00000097632.1	4930552P12RIK
ENSMUSG00000097633.1	GM16617
ENSMUSG00000097634.1	GM26827
ENSMUSG00000097635.1	GM26826
ENSMUSG00000097636.5	5830416P10RIK
ENSMUSG00000097637.1	4933417D19RIK
ENSMUSG00000097638.1	CARLR
ENSMUSG00000097639.2	PLATR4
ENSMUSG00000097640.5	GM20033
ENSMUSG00000097641.1	GM26865
ENSMUSG00000097642.1	GM26866
ENSMUSG00000097643.1	A130051J06RIK
ENSMUSG00000097644.1	GM26862
ENSMUSG00000097645.1	GM26863
ENSMUSG00000097646.1	GM26864
ENSMUSG00000097648.1	9330185C12RIK
ENSMUSG00000097649.1	GM10561
ENSMUSG00000097650.1	4921507G05RIK
ENSMUSG00000097651.1	4930461G14RIK
ENSMUSG00000097652.2	MHRT
ENSMUSG00000097653.2	GM16387
ENSMUSG00000097654.1	GM26714
ENSMUSG00000097655.2	GM26713
ENSMUSG00000097656.1	GM26712
ENSMUSG00000097657.1	GM7389
ENSMUSG00000097658.1	GM16755
ENSMUSG00000097659.1	GM26715
